"DayOfWeekStr","starttime","endtime","PermitLocation","optionaltext","ColdTruck","Applicant","Location"
"Thursday","11AM","12PM","235 BERRY ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7751228745778,-122.394097441849)"
"Thursday","9AM","10AM","2710 BROADWAY","Cold Truck: Pre-packaged sandwiches, Chicken Bake, Canned Soup, Chili Dog, Corn Dog, Cup of Noodles, Egg Muffins, Hamburgers, Cheeseburgers, Hot Dog, Hot sandwiches, quesadillas, Beverages, Flan, Fruits, Yogurt, Candy, Cookies, Chips, Donuts, Snacks","Y","D & T Catering","(37.7934640760336,-122.441741922613)"
"Thursday","9AM","10AM","620 YORK ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7615303938319,-122.409198245189)"
"Thursday","9AM","3PM","100 SPEAR ST","Artisan Pizzas (Margherita, Yukon Potato, Zoe's Pepperoni, Funghi, Brocolli Rabe, Bacon Kale,  Arugula) and Drinks.","N","Casey's Pizza, LLC","(37.7924617059078,-122.394062679127)"
"Thursday","3PM","8PM","1 POST ST","Artisan Pizzas (Margherita, Yukon Potato, Zoe's Pepperoni, Funghi, Brocolli Rabe, Bacon Kale,  Arugula) and Drinks.","N","Casey's Pizza, LLC","(37.7890458039929,-122.402007263698)"
"Thursday","6AM","10AM","1801 VAN NESS AVE","Grilled Cheese Sandwiches","N","Cheese Gone Wild","(37.7921506197448,-122.422766002651)"
"Thursday","8AM","6PM","100 NEW MONTGOMERY ST","Hot Dogs, Chips and Soda","N","Sausage Slinger","(37.7873993943959,-122.400537350539)"
"Thursday","6AM","2PM","124 FOLSOM ST","Coffee, Espresso Drinks, Pastries, Water, Soda, Tea, Pre-Packaged Foods","N","Curbside Coffee","(37.7899264436726,-122.391250706732)"
"Saturday","9AM","10AM","Assessors Block 4046/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7620084580302,-122.385441811568)"
"Saturday","6AM","7AM","Assessors Block 8722/Lot003","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7674330173312,-122.392149114172)"
"Saturday","11AM","12PM","Assessors Block 8722/Lot003","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7674330173312,-122.392149114172)"
"Saturday","10AM","11AM","Assessors Block 8722/Lot003","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7674330173312,-122.392149114172)"
"Saturday","12PM","1PM","Assessors Block 8722/Lot003","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7674330173312,-122.392149114172)"
"Saturday","3PM","4PM","Assessors Block 8722/Lot003","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7674330173312,-122.392149114172)"
"Saturday","6AM","7AM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","11AM","12PM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","12PM","1PM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","7PM","8PM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","6AM","7AM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","10AM","11AM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","12PM","1PM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","3PM","4PM","Assessors Block 7295/Lot022","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7300036831892,-122.478186325415)"
"Saturday","7AM","8AM","Assessors Block 3788/Lot002","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks","Y","Mike's Catering","(37.7810746780754,-122.391705661167)"
"Saturday","6AM","7AM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","12PM","1PM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","6AM","7AM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","10AM","11AM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","11AM","12PM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","12PM","1PM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","7PM","8PM","Assessors Block 4241/Lot002","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7533400011811,-122.384128384237)"
"Saturday","6AM","7AM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","10AM","11AM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","11AM","2PM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","3PM","4PM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","10AM","11AM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","11AM","2PM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","1PM","2PM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","3PM","4PM","Assessors Block 4103/Lot023A","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7583033956425,-122.393514054817)"
"Saturday","1PM","2PM","Assessors Block 3941/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.764741322675,-122.387124812179)"
"Saturday","6AM","7AM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","11AM","12PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","12PM","1PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","7PM","8PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","6AM","7AM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","11AM","12PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","12PM","1PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","7PM","8PM","Assessors Block 4058/Lot010","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7611829945051,-122.388118704077)"
"Saturday","8AM","4PM","1201 04TH ST","Cajun: PoBoy Sandwiches, Salmon, Shrimp, Catfish, Oysters, Sausages, Gumbo, Fries, Salad, Pies, Cookies, Cake, Chips, Beignets, Waffles, Beverages","N","Betty McGee Creole","(37.7728071230649,-122.391301857151)"
"Saturday","12AM","3AM","2401 MISSION ST","Hot dogs, Bacon wrapped hot dogs, soda, water, sports drinks, energy drinks, chips","N","Julie's Hot Dogs","(37.7586236968811,-122.418982387443)"
"Saturday","5PM","8PM","561 MISSION ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","","Bombay Blvd.","(37.7885445211484,-122.399019231479)"
"Sunday","10AM","11AM","555 MISSION ROCK ST","Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls","Y","Two G's Catering","(37.7728213280588,-122.390619360681)"
"Sunday","10AM","9PM","2101 CARROLL AVE","Tacos, Burritos , Tortas, Quesadillas & Beverages","N","Tacos Santana","(37.7302332323588,-122.402759048478)"
"Sunday","10AM","6PM","865 MARKET ST","Kettle Corn, Funnel Cakes, Waffles, Lemonade","N","Kettle Corn Star","(37.7845283055703,-122.407272318144)"
"Sunday","8AM","9AM","3201 03RD ST","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7489613833537,-122.387339637684)"
"Sunday","9AM","10AM","800 JAMESTOWN AVE","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7162121435373,-122.389968007493)"
"Sunday","6AM","12AM","567 BAY ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.8052267720474,-122.416322260146)"
"Sunday","6AM","12AM","100 POST ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7889460031071,-122.403692234115)"
"Sunday","6AM","12AM","233 GEARY ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.787443441473,-122.407130420012)"
"Sunday","6AM","12AM","251 GEARY ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7874073985061,-122.407413025679)"
"Sunday","11AM","2PM","34 ELLIS ST","Sushi Burrito, Chicken Burrito, Tempura Burrito","N","Think is Good Inc.","(37.7857115703107,-122.406535822182)"
"Sunday","7AM","6PM","888 BRANNAN ST","Garlic Noodles, Burgers, BBQ, Rotisserie, Spam Masubi, Asian inspired tacos & burritos, Sandwiches, Soups, Fried Oyster Sandwiches, Seafood, Vegetarian, Chinese dim sum, Empanadas.Various Ethnic Street Food: Hawaiianese, Vietnamese, Indian, Filipino, Japanese, Korean, Peruvian, Chinese, Italian & American. No Mexican food allowed.","N","888 Brannan L.P.","(37.7715562139518,-122.405194076275)"
"Sunday","10AM","3PM","50 MAIN ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","N","Bombay Blvd.","(37.7924309489844,-122.395771565795)"
"Sunday","5PM","8PM","50 MAIN ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","N","Bombay Blvd.","(37.7924309489844,-122.395771565795)"
"Sunday","5PM","8PM","333 MARKET ST","Indian Style: BBQ, Variety of Curries, Rice, Wraps, Breads (Naan, Rotis, Parathas), Desserts, Pizza.  Beverages, Condiments, Indian Soups, Salads & Appetizer Varieties.","N","Bombay Blvd.","(37.7921033879545,-122.397585967453)"
"Sunday","4PM","10PM","2355 FOLSOM ST","Tacos, Burritos, Tortas, Quesadillas, Drinks","N","El Tonayense #60","(37.7596236343405,-122.414706934828)"
"Sunday","10AM","4PM","401 TREAT AVE","Tacos, Burritos, Tortas, Quesadillas, Drinks","N","El Tonayense #60","(37.7637618472594,-122.413533208474)"
"Sunday","6AM","12AM","5 THE EMBARCADERO","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7822813709122,-122.388447868215)"
"Sunday","6AM","12AM","100 GEARY ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7878137881663,-122.405098834861)"
"Sunday","6AM","12AM","345 STOCKTON ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7889252304878,-122.406923276928)"
"Sunday","6AM","12AM","345 STOCKTON ST","Hot dogs, condiments, soft pretzels, soft drinks, coffee, cold beverages, pastries, bakery goods, cookies, ice cream, candy, soups, churros, chestnuts, nuts, fresh fruit, fruit juices, desserts, potato chips and popcorn.","N","San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs","(37.7889252304878,-122.406923276928)"
"Sunday","8AM","10PM","214 BATTERY ST","Chicken Tikka Masala, Mixed Vegetables Combo Plate, Chicken Kathi Roll, Vegetarian Kathi Roll, Various Pakoras, Mango Lassi, Chai Tea","N","Spice Affairs","(37.7934449871815,-122.399937065528)"
"Sunday","6AM","9PM","101 STOCKTON ST","Soft Pretzels, hot dogs, sausage, chips, popcorn, soda, espresso, cappucino, pastries, ice cream, italian sausages, shish-ka-bob, churros, juice, water, various drinks","N","The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs","(37.786635282569,-122.406472958687)"
"Sunday","7AM","6PM","79 NEW MONTGOMERY ST","Hot Indian Chai (Tea)","N","The Chai Cart","(37.7877086092889,-122.400723790401)"
"Sunday","12AM","3AM","3091 16TH ST","Pupusas","N","Panchita's No. 2","(37.7648798999969,-122.421594806498)"
"Sunday","10AM","8PM","901 MARKET ST","Kebab, Halal Gyros, Grilled Halal Meat, Beverages","N","Halal Cart","(37.7839488842882,-122.408008279363)"
"Sunday","10AM","11PM","370 DRUMM ST","St. Louis Style Ribs, Pulled Pork Sandwich, Smoked Brisket, Smoked Chicken Drumsticks, Spinach Salad, Cole Slaw, Baked Beans, Mashed Potatoes, Grilled Asparagus, Mac & Cheese, Potato Salad, Buttermil Pie, Soda, Water","N","Covered Dish Productions, LLC. dba. The Rib Whip","(37.796984468437,-122.397015212071)"
"Sunday","6PM","12AM","2301 MISSION ST","Hot dogs and related toppings, non alcoholic beverages","N","Leo's Hot Dogs","(37.7601914209313,-122.41913245488)"
"Sunday","9AM","10AM","2 ULLOA ST","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks","Y","May Catering","(37.7456907227869,-122.453995481257)"
"Sunday","8AM","10PM","345 WILLIAMS AVE","Mexican food: tacos, burritos, tortas, various meat and chicken and fish plate, chile relleno plate, fish plate, bread, flan, rice pudding, bread, fruit juice, vegetable juice, coffee, tea","N","Tacos El Primo","(37.7301361101663,-122.399162749749)"
"Sunday","11AM","12PM","Assessors Block 8732/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7707029760975,-122.390790355566)"
"Sunday","11AM","12PM","Assessors Block 8732/Lot001","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7707029760975,-122.390790355566)"
"Sunday","11AM","12PM","Assessors Block 4315/Lot03008","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.75023466372,-122.388046499994)"
"Sunday","11AM","12PM","Assessors Block 4315/Lot03008","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.75023466372,-122.388046499994)"
"Sunday","11AM","12PM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
"Sunday","11AM","12PM","Assessors Block 4227/Lot012","Burgers, melts, hot dogs, burritos,sandwiches, fries, onion rings, drinks","Y","Natan's Catering","(37.7531551067155,-122.391174184456)"
